,dish,Estimated_GI
7579,Tofu,50.0
7580,Cucumber,50.0
7581,Tomato and cabbage,50.0
7582,Rice,50.0
7583,Fish cube,50.0
7584, Steamed salted pork in wine,0.0
7585,Tofu,50.0
7586,Cucumber,50.0
7587,Tomato and cabbage,50.0
7588,Rice,50.0
7589,Steamed bun and pork floss,0.0
7590,Egg,30.0
7591,Milk,50.0
7592,Vegetable,50.0
7593,Cucumber,50.0
7594,Steamed salted pork in wine,0.0
7595,Rice,50.0
7596,Duck pieces,50.0
7597,Vegetable,50.0
7598,Cucumber,50.0
7599,Steamed salted pork in wine,0.0
7600,Rice,50.0
7601,Duck pieces,50.0
7602,Chinese pancake,50.0
7603,Egg,30.0
7604,Milk,50.0
7605,Wax gourd and tomato,50.0
7606,Sliced pork,0.0
7607,Tofu,50.0
7608,Green bean,50.0
7609,Mushroom and carrot,26.25
7610,Shrimp,50.0
7611,Rice,50.0
7612,Rice cake,50.0
7613,Egg,30.0
7614,Bread,50.0
7615,Milk,50.0
7616,Coarse grain,40.0
7617,Steak,50.0
7618,Hairtail,50.0
7619,Zucchini,50.0
7620,Wax gourd soup,50.0
7621,Shredded pork with water bamboo,0.0
7622,Fried vegetable,50.0
7623,Coarse grain,40.0
7624,Bread,50.0
7625,Egg,30.0
7626,Soybean milk,50.0
7627,Mixed rice,50.0
7628,Mushroom and beef,12.5
7629,Rice,50.0
7630,Dehydrated vegetable,50.0
7631,Fried pork with onion,0.0
7632,Cucumber and okra,50.0
7633,Broccoli,50.0
7634,Sea cucumber,50.0
7635,Tomato and wax gourd soup,50.0
7636,Coarse grain,40.0
7637,Bread,50.0
7638,Soybean milk,50.0
7639,Egg,30.0
7640,Noodles mixed with  butter,50.0
7641,Beef and king oyster mushroom,12.5
7642,Shrimp with black truffle,50.0
7643,Cucumber,50.0
7644,Coarse grain,40.0
7645,Wax gourd and salted pork soup,0.0
7646,Fried pork slices with cabbage,0.0
7647,"Corn, green bean, carrot, and pine nut",40.0
7648,Roast lamb chops with onion,50.0
7649,Fish,50.0
7650,Whey protein wafer bar,50.0
7651,Egg,30.0
7652,Water,50.0
7653,Konjak cold noodles,50.0
7654,Celery and dried bean curd and shredded beef,50.0
7655,Minced pork with eggplant,15.0
7656,Chicken and wax gourd soup,50.0
7657,Coarse grain,40.0
7658,Fried eggplant,30.0
7659,Egg,30.0
7660,Water,50.0
7661,Vegetable salad,50.0
7662,Sliced beef,50.0
7663,Egg,30.0
7664,Coarse grain,40.0
7665,Fried pork with cabbage,0.0
7666,Wafer bar,50.0
7667,Egg,30.0
7668,Water,50.0
7669,Mix noodles,50.0
7670,Tomato,50.0
7671,Egg,30.0
7672,Water,50.0
7673, Hairtail,50.0
7674,Sliced boiled chicken,50.0
7675,Snail,50.0
7676,Scallop,50.0
7677,Seafood,50.0
7678,Wonton,72.5
7679,Seafood,50.0
7680,Steak,50.0
7681,Sausage,50.0
7682,Tomato and egg soup,30.0
7683,Fried needle mushroom,12.5
7684,Scallion oil noodles,50.0
7685,Corn soup,50.0
7686,Green vegetable and mushroom,12.5
7687,Spicy pork,0.0
7688,Red hairy hermit crab,50.0
7689,Emperor crab,50.0
7690,Steak,50.0
7691,Mixed rice,50.0
7692,Shredded beef with long bean,50.0
7693,Cabbage,50.0
7694,Yellow croaker noodles,50.0
7695,Vegetable salad,50.0
7696,Soy flour pancake,50.0
7697,Thin egg pancake,30.0
7698,Water,50.0
7699,Mixed coarse grain with beef and onion,40.0
7700,Salted shrimp,50.0
7701,Lettuce with oyster sauce,50.0
7702,Wafer bar,50.0
7703,Chicken meatball,50.0
7704,Water,50.0
7705,Noodles with beef and scallion oil,50.0
7706,Wafer bar,50.0
7707,Water,50.0
7708,Konjak cold noodles mixed with peanut butter,50.0
7709,Fried gluten puff,50.0
7710,Vegetable and mushroom,12.5
7711,Fried tasty snail,50.0
7712,Abalone,50.0
7713,"Egg yolk, Chicken wing and fish",30.0
7714,Shrimp dumpling,50.0
7715,Wonton stuffed with corn and pork,36.25
7716,Pig feet,50.0
7717,Sausage,50.0
7718,Pig liver,50.0
7719,Fried zucchini,50.0
7720,Steak,50.0
7721,Sausage,50.0
7722,Onion ring,50.0
7723,Asparagus,50.0
7724,Three yellow chicken,50.0
7725,Chicken soup,50.0
7726,Vegetable salad,50.0
7727,Scrambled egg with tomato,30.0
7728,Fried pork with water bamboo,0.0
7729,Braised bream,50.0
7730,Shrimp,50.0
7731,Peanut butter,50.0
7732,Konjak cold noodles,50.0
7733,Bread,50.0
7734,Scrambled egg with tomato,30.0
7735,Shrimp,50.0
7736,Roast pork,0.0
7737,Noodles,50.0
7738,Shrimp,50.0
7739,Vegetable,50.0
7740,Laver soup,50.0
7741,Scrambled egg,30.0
7742,Egg,30.0
7743,Vegetable,50.0
7744,Plum,50.0
7745,Rice,50.0
7746,Tofu skin rolls with minced pork,0.0
7747,Fried egg with onion,30.0
7748,Cowpea,50.0
7749,Rice,50.0
7750,Fish and eggplant,30.0
7751,Egg,30.0
7752,Vegetable,50.0
7753,Cake,50.0
7754,Hairtail,50.0
7755,Vegetable,50.0
7756,Rice,50.0
7757,Peach,50.0
7758,Spicy hot pot,50.0
7759,Duck head,50.0
7760,Grape,50.0
7761,Egg,30.0
7762,Cake,50.0
7763,Vegetable,50.0
7764,Plum,50.0
7765,Rice,50.0
7766,Beef,50.0
7767,Shrimp,50.0
7768,Braised pork with bamboo shoots,0.0
7769,Pizza,50.0
7770,Grape,50.0
7771,Egg,30.0
7772,Vegetable,50.0
7773,Cake,50.0
7774,Rice and pickles,50.0
7775,Cauliflower,17.5
7776,Fish,50.0
7777,Pork,0.0
7778,Vegetable,50.0
7779,Egg,30.0
7780,Peach,50.0
7781,Duck,50.0
7782,Rice,50.0
7783,Vegetable,50.0
7784,Peach,50.0
7785,Egg tart,30.0
7786,Egg,30.0
7787,Steamed bean bun,50.0
7788,Fried noodles,50.0
7789,Rice cake,50.0
7790,Hot pot,50.0
7791,Egg,30.0
7792,Sugar free sticky rice cake,50.0
7793,Corn,50.0
7794,Sticky rice cake,50.0
7795,Corn,50.0
7796,Rice,50.0
7797,Steamed gluten,50.0
7798,Vegetable,50.0
7799,Egg soup,30.0
7800,Apple,50.0
7801,Sticky rice cake,50.0
7802,Noodles,50.0
7803,Peach,50.0
7804,Fried rice,50.0
7805,Braised bamboo shoots,50.0
7806,Fungus,50.0
7807,Corn,50.0
7808,Fungus,50.0
7809,Steamed pork bun,0.0
7810,Egg,30.0
7811,Milk,50.0
7812,Noodles,50.0
7813,Pork rib,0.0
7814,Towel gourd,50.0
7815,Scrambled egg with tomato,30.0
7816,Beer,50.0
7817,Vegetable and rice,50.0
7818,Rye bread,50.0
7819,Milk,50.0
7820,Milk,50.0
7821,Rye bread,50.0
7822,Dumpling,50.0
7823,Beer,50.0
7824,Noodles,50.0
7825,Beer,50.0
7826,Cucumber,50.0
7827,Lamb chop,50.0
7828,Vegetable,50.0
7829,Vegetable stuffed wonton,72.5
7830,Beer,50.0
7831,Cucumber,50.0
7832,Tofu,50.0
7833,Pork chop,0.0
7834,Beer,50.0
7835,Cucumber,50.0
7836,Duck,50.0
7837,Tofu,50.0
7838,Cucumber,50.0
7839,Tomato,50.0
7840,Egg,30.0
7841,Rye bread,50.0
7842,Rye bread,50.0
7843,Cucumber,50.0
7844,Plum,50.0
7845,Beer,50.0
7846,Cucumber,50.0
7847,Pork chop,0.0
7848,Cucumber,50.0
7849,Egg,30.0
7850,Tomato,50.0
7851,Bread,50.0
7852,Braised pork with preserved vegetable in soya sauce,0.0
7853,Cauliflower,17.5
7854,Vegetable,50.0
7855,Beer,50.0
7856,Green onion,50.0
7857,Chicken,50.0
7858,Cereal,50.0
7859,Steamed vegetable bun,50.0
7860,Egg,30.0
7861,Beer,50.0
7862,Cucumber,50.0
7863,Nut,50.0
7864,Beer,50.0
7865,Cucumber,50.0
7866,Tofu,50.0
7867,Pork rib,0.0
7868,Egg,30.0
7869,Dumpling,50.0
7870,Beer,50.0
7871,Cucumber,50.0
7872,Towel gourd,50.0
7873,Beef,50.0
7874,Steamed gluten,50.0
7875,Pork,0.0
7876,Egg,30.0
7877,Dumpling,50.0
7878,Pork rib,0.0
7879,Minced garlic,50.0
7880,Rice,50.0
7881,Cabbage,50.0
7882,Boiled egg,30.0
7883,Pan-fried dumplings,50.0
7884,Durian,50.0
7885,Peach,50.0
7886,Beer,50.0
7887,Cucumber,50.0
7888,Green onion,50.0
7889,Pork,0.0
7890,Peach,50.0
7891,Beer,50.0
7892,Cucumber,50.0
7893,Green onion,50.0
7894,Chicken,50.0
7895,Jellyfish,50.0
7896,Pan-fried dumplings,50.0
7897,Egg,30.0
7898,Fungus,50.0
7899,Beer,50.0
7900,Pumpkin,50.0
7901,Scrambled egg,30.0
7902,Beer,50.0
7903,Pumpkin,50.0
7904,Green onion,50.0
7905,Pork,0.0
7906,Chicken,50.0
7907,Egg,30.0
7908,Pan-fried dumplings,50.0
7909,Tofu pudding,50.0
7910,Noodles served with sauce,50.0
7911,Beef,50.0
7912,Steamed twisted roll,50.0
7913,Egg white,30.0
7914,Milk,50.0
7915,Rice,50.0
7916,Braised pork with tofu skin knot,0.0
7917,Vegetable,50.0
7918,Fried vermicelli,50.0
7919,Sweet potato,50.0
7920,Taro,50.0
7921,Corn,50.0
7922,Vegetable,50.0
7923,Fish,50.0
7924,Tomato and egg noodles,30.0
7925,Taro,50.0
7926,Sweet potato,50.0
7927,Cereal,50.0
7928,Vegetable,50.0
7929,Corn,50.0
7930,Beef and onion,50.0
7931,Taro,50.0
7932,Egg white,30.0
7933,Chicken leg,50.0
7934,Water spinach,50.0
7935,Vermicelli,50.0
7936,Rice,50.0
7937,Green bean,50.0
7938,Water spinach,50.0
7939,Vegetable,50.0
7940,Fish,50.0
7941,Corn,50.0
7942,Wax gourd,50.0
7943,Beef patty,50.0
7944,Bread,50.0
7945,Duck soup,50.0
7946,Green soybean,50.0
7947,Water spinach,50.0
7948,Coarse grain,40.0
7949,Duck meat,50.0
7950,Coarse grain,40.0
7951,Lotus root,50.0
7952,Vegetable,50.0
7953,Corn,50.0
7954,Bread,50.0
7955,Pork patty,0.0
7956,Noodles served with sauce,50.0
7957,Chicken,50.0
7958,Corn,50.0
7959,Shrimp,50.0
7960,Fish,50.0
7961,Sword bean,50.0
7962,Steamed vermicelli bun,50.0
7963,Egg,30.0
7964,Beef with potato,50.0
7965,Rice,50.0
7966,Bean sprout,50.0
7967,Cauliflower,17.5
7968,Corn,50.0
7969,Hairtail,50.0
7970,Vegetable,50.0
7971,Steamed pork bun,0.0
7972,Deep-fried dough stick,50.0
7973,Egg white,30.0
7974,Shrimp,50.0
7975,Water spinach,50.0
7976,Rice,50.0
7977,Mapo tofu,50.0
7978,Chicken,50.0
7979,Chongqing style boiled blood curd,50.0
7980,Vegetable,50.0
7981,Shredded radish pancake,50.0
7982,Egg,30.0
7983,Fish,50.0
7984,Coarse grain,40.0
7985,Pork rib,0.0
7986,Clam,50.0
7987,Vegetable,50.0
7988,Corn,50.0
7989,Noodles,50.0
7990,Egg,30.0
7991,Dried bean curd salad,50.0
7992,Yam and fungus,50.0
7993,Rice,50.0
7994,Corn,50.0
7995,Pork,0.0
7996,Shrimp,50.0
7997,Yam,50.0
7998,Okra,50.0
7999, Taro,50.0
8000,Apple cider vinegar,50.0
8001,Egg white,30.0
8002,Pork meatball,0.0
8003,Cabbage,50.0
8004,Sword bean,50.0
8005,Rice,50.0
8006,Pork rib soup,0.0
8007,Sweet bean,50.0
8008,Coarse grain,40.0
8009,Corn,50.0
8010,Pork rib,0.0
8011,Eggplant,30.0
8012,Bread,50.0
8013,Ham sausage,50.0
8014,Milk,50.0
8015,Noodles,50.0
8016,Egg,30.0
8017,Eel and water bamboo,50.0
8018,Noodles,50.0
8019,Shrimp,50.0
8020,Vegetable,50.0
8021,Tomato,50.0
8022,Watermelon,50.0
8023,Steamed bun,50.0
8024,Milk,50.0
8025,Bread,50.0
8026,Melon,50.0
8027,Wonton,72.5
8028,Ham sausage,50.0
8029,Chicken feet,50.0
8030,Watermelon,50.0
8031,Cereal,50.0
8032,Milk,50.0
8033,Melon,50.0
8034,Bread,50.0
8035,Ham sausage,50.0
8036,Bread,50.0
8037,Ham sausage,50.0
8038,Grape,50.0
8039,Bread,50.0
8040,Corn,50.0
8041,Chicken fillet,50.0
8042,Cod burger,50.0
8043,Chicken fillet,50.0
8044,Noodles,50.0
8045,Watermelon,50.0
8046,Cereal,50.0
8047,Milk,50.0
8048,Wonton,72.5
8049,Rice,50.0
8050,Vegetable,50.0
8051,Dried bamboo shoots,50.0
8052,Fish,50.0
8053,Soup,50.0
8054,Cereal,50.0
8055,Ham sausage,50.0
8056,Melon,50.0
8057,Rice,50.0
8058,Fish,50.0
8059,Bamboo shoot,50.0
8060,Vegetable,50.0
8061,Borscht soup,50.0
8062,Corn,50.0
8063,Rice,50.0
8064,Vegetable,50.0
8065,Bamboo shoots,50.0
8066,Dried egg,30.0
8067,Crab,50.0
8068,Soup,50.0
8069,Rice,50.0
8070,Ham sausage,50.0
8071,Pickled cabbage,50.0
8072,Peach,50.0
8073,Noodles,50.0
8074,Ham sausage,50.0
8075,Mangosteen,50.0
8076,Bread,50.0
8077,Shrimp,50.0
8078,Biscuit,50.0
8079,Bread,50.0
8080,Ham sausage,50.0
8081,Shrimp,50.0
8082,Noodles,50.0
8083,Eel shreds,50.0
8084,Vegetable,50.0
8085,Egg,30.0
8086,Rice,50.0
8087,Radish,50.0
8088,Bean,50.0
8089,Shrimp,50.0
8090,Fish,50.0
8091,Dried fish fillet,50.0
8092,Cereal,50.0
8093,Milk,50.0
8094,Fish intestines,50.0
8095,Yellow peach,50.0
8096,Biscuits,50.0
8097,Dried pork,0.0
8098,Fish intestines,50.0
8099,Melon,50.0
8100,Rice,50.0
8101,Vegetable,50.0
8102,Fried egg with water bamboo,30.0
8103,Beef with onion,50.0
8104,Egg soup,30.0
8105,Cereal,50.0
8106,Milk,50.0
8107,Fish intestines,50.0
8108,Rice,50.0
8109,Beef,50.0
8110,Water bamboo,50.0
8111,Noodles,50.0
8112,Cereal,50.0
8113,Milk,50.0
8114,Steamed beef bun,50.0
8115,Fish intestines,50.0
8116,Beer,50.0
8117,Noodles,50.0
8118,Vegetable,50.0
8119,Cake,50.0
8120,Vegetable cake,50.0
8121,Rice,50.0
8122,Cake,50.0
8123,Peach,50.0
8124,Vegetable,50.0
8125,Pineapple,50.0
8126,Crab,50.0
8127,Vegetable,50.0
8128,Pancake,50.0
8129,Plum,50.0
8130,Rice,50.0
8131,Vegetable,50.0
8132,Egg,30.0
8133,Pork soup,0.0
8134,Plum,50.0
8135,Watermelon,50.0
8136,Vegetable,50.0
8137,Tofu,50.0
8138,Fish,50.0
8139,Crawfish,50.0
8140,Bean cake,50.0
8141,Spring roll,50.0
8142,Steamed meat bun,50.0
8143,Rice,50.0
8144,Laver,50.0
8145,Rice,50.0
8146,Shrimp,50.0
8147,Laver,50.0
8148,Plum,50.0
8149,Plum,50.0
8150,Rice,50.0
8151,Vegetable,50.0
8152,Pork,0.0
8153,Rice,50.0
8154,Pork,0.0
8155,Laver,50.0
8156,Rice cake,50.0
8157,Pork,0.0
8158,Plum,50.0
8159,Rice,50.0
8160,Shellfish,50.0
8161,Fish,50.0
8162,Vegetable,50.0
8163,Cheese bun,50.0
8164,Wonton,72.5
8165,Grape,50.0
8166,Fish,50.0
8167,Milk tea,50.0
8168,Pancake,50.0
8169,Chicken,50.0
8170,Grape,50.0
8171,Watermelon,50.0
8172,Rice cake,50.0
8173,Crab,50.0
8174,Vegetable,50.0
8175,Beef,50.0
8176,Egg,30.0
8177,Chicken feet,50.0
8178,Cereal,50.0
8179,Milk,50.0
8180,Ham sausage,50.0
8181,Bread,50.0
8182,Vegetable,50.0
8183,Egg,30.0
8184,Potato soup,50.0
8185,Vegetable,50.0
8186,Egg,30.0
8187,Chicken feet,50.0
8188,Beef,50.0
8189,Oats,50.0
8190,Ham sausage,50.0
8191,Milk,50.0
8192,Banana,50.0
8193,Rice,50.0
8194,Fish,50.0
8195,Vegetable,50.0
8196,Watermelon,50.0
8197,Rice,50.0
8198,Fish,50.0
8199,Vegetable,50.0
8200,Oat stick,50.0
8201,Banana,50.0
8202,Peach,50.0
8203,Pumpkin porridge,50.0
8204,Vegetable,50.0
8205,Peach,50.0
8206,Rice,50.0
8207,Vegetable,50.0
8208,Fish,50.0
8209,Oat stick,50.0
8210,Milk,50.0
8211,Peach,50.0
8212,Peach,50.0
8213,Fish,50.0
8214,Vegetable,50.0
8215,Bread,50.0
8216,Milk,50.0
8217,Peach,50.0
8218,Bread,50.0
8219,Ham sausage,50.0
8220,Rice,50.0
8221,Vegetable,50.0
8222,Shrimp,50.0
8223,Soup,50.0
8224,Bread,50.0
8225,Milk,50.0
8226,Peach,50.0
8227,Rice,50.0
8228,Vegetable,50.0
8229,Fish,50.0
8230,Plum,50.0
8231,Watermelon,50.0
8232,Rice,50.0
8233,Vegetable,50.0
8234,Fish,50.0
8235,Plum,50.0
8236,Bread,50.0
8237,Milk,50.0
8238,Plum,50.0
8239,Rice,50.0
8240,Fish,50.0
8241,Orange,50.0
8242,Cake,50.0
8243,Grape,50.0
8244,Watermelon,50.0
8245,Bread,50.0
8246,Milk,50.0
8247,Ham sausage,50.0
8248,Bread,50.0
8249,Ham sausage,50.0
8250,Water chestnut,50.0
8251,Vegetable,50.0
8252,Shrimp,50.0
8253,Oily bean curd and vermicelli soup,50.0
8254,Steak,50.0
8255,Buckwheat bread,50.0
8256,Egg,30.0
8257,Cereal,50.0
8258,Buckwheat bread,50.0
8259,Sandwich,50.0
8260,Egg,30.0
8261,Sugar,50.0
8262,Biscuit,50.0
8263,Fried egg with fungus,30.0
8264,Chicken nugget,50.0
8265,Shredded pork with Chinese cabbage,7.5
8266,Tofu soup,50.0
8267,Cake,50.0
8268,Green pepper,50.0
8269,Cucumber,50.0
8270,Cake,50.0
8271,Egg,30.0
8272,Steamed vegetable bun,50.0
8273,Millet porridge,50.0
8274,Vegetable,50.0
8275,Tofu,50.0
8276,Duck,50.0
8277,Vegetable and rice,50.0
8278,Cake,50.0
8279,Wonton,72.5
8280,Steamed pork bun,0.0
8281,Egg,30.0
8282,Chicken leg,50.0
8283,Cauliflower,17.5
8284,Beef and potato,50.0
8285,Fried squid with celery,50.0
8286,Shrimp,50.0
8287,Melon seeds,50.0
8288,Steamed pork bun,0.0
8289,Egg,30.0
8290,Cereal,50.0
8291,Shredded potato,50.0
8292,Rice,50.0
8293,Pork feet,0.0
8294,Tofu,50.0
8295,Sugar free cake,50.0
8296,Fried shredded pork with green pepper,0.0
8297,Shredded pork with vegetable,0.0
8298,Braised wax gourd,50.0
8299,Bread,50.0
8300,Egg,30.0
8301,Cereal,50.0
8302,Pumpkin paste,50.0
8303,Steamed vegetable bun,50.0
8304,Fermented rice cake,50.0
8305,Egg,30.0
8306,Duck and vermicelli soup,50.0
8307,Oil pastry,50.0
8308,Melon seed,50.0
8309,Coarse grain,40.0
8310,Steamed  bun,50.0
8311,Cucumber,50.0
8312,Coarse grain porridge,40.0
8313,Steamed pork bun,0.0
8314,Egg,30.0
8315,Rice,50.0
8316,Lettuce,50.0
8317,Shrimp,50.0
8318,Sheet jelly,50.0
8319,Soup,50.0
8320,Sugar,50.0
8321,Biscuit,50.0
8322,Scrambled egg with tomato,30.0
8323,Water spinach,50.0
8324,Pig liver with green pepper,50.0
8325,Coarse grain,40.0
8326,Cucumber,50.0
8327,Ice cream,50.0
8328,Melon seed,50.0
8329,Peach,50.0
8330,Steamed pork bun,0.0
8331,Egg,30.0
8332,Milk,50.0
8333,Abalone,50.0
8334,Biscuit,50.0
8335,Cantaloupe,50.0
8336,Chicken,50.0
8337,Fish,50.0
8338,Grape,50.0
8339,Soyben milk,50.0
8340,Steamed pork bun,0.0
8341,Egg,30.0
8342,Fried gluten puff,50.0
8343,Eggplant,30.0
8344,Rice,50.0
8345,Wax gourd,50.0
8346,Water spinach,50.0
8347,Cucumber,50.0
8348,Broad sweet bean and sausage,50.0
8349,Steamed pork bun,0.0
8350,Soymilk,50.0
8351,Sugar,50.0
8352,Beef,50.0
8353,Poach egg,30.0
8354,Fried squid with vegetable,50.0
8355,Cucumber,50.0
8356,Wax gourd,50.0
8357,Fried garlic with duck blood curd,50.0
8358,Ice cream,50.0
8359,Vegetable,50.0
8360,Boiled pork,0.0
8361,Rice,50.0
8362,Pear,50.0
8363,Hot pot,50.0
8364,Banana,50.0
8365,Wonton,72.5
8366,Whole wheat bread,50.0
8367,Plum juice,50.0
8368,Pear,50.0
8369,Watermelon,50.0
8370,Egg,30.0
8371,Wonton,72.5
8372,Cake,50.0
8373,Pumpkin,50.0
8374,Yogurt,50.0
8375,Shrimp,50.0
8376,Yellow croaker,50.0
8377,Durian cake,50.0
8378,Beef,50.0
8379,Egg,30.0
8380,Sticky rice cake,50.0
8381,Pan-fried dumplings,50.0
8382,Soybean milk,50.0
8383,Fried egg with leek,30.0
8384,Golden melon,50.0
8385,Crab,50.0
8386,Towel gourd and soybean,50.0
8387,Rice,50.0
8388,Yellow rice wine,50.0
8389,Steamed vegetable bun,50.0
8390,Egg,30.0
8391,Fried rice with egg,30.0
8392,Potato,50.0
8393,Beef and onion,50.0
8394,Salted peanut,50.0
8395,Lettuce,50.0
8396,Yellow rice wine,50.0
8397,Steamed pork bun,0.0
8398,Egg,30.0
8399,Pork mooncake,0.0
8400,Shredded golden melon,50.0
8401,Towel gourd and soybean,50.0
8402,Fish,50.0
8403,Peanut,50.0
8404,Yellow rice wine,50.0
8405,Rice,50.0
8406,Steamed vegetable bun,50.0
8407,Egg,30.0
8408,Coarse grain bread,40.0
8409,Lettuce,50.0
8410,Fish,50.0
8411,Onion and beef,50.0
8412,Shredded pork and celery,0.0
8413,Steamed pork bun,0.0
8414,Egg,30.0
8415,Lettuce,50.0
8416,Pig ear,50.0
8417,Peanut,50.0
8418,Fish,50.0
8419,Beer,50.0
8420,Clam,50.0
8421,Steamed fish head,50.0
8422,Pig ear,50.0
8423,Yellow rice wine,50.0
8424,Steamed vegetable bun,50.0
8425,Egg,30.0
8426,Beer,50.0
8427,Lettuce,50.0
8428,Jellyfish head,50.0
8429,Pig lung,50.0
8430,Fish,50.0
8431, Lettuce,50.0
8432,Fish,50.0
8433,Swimming crab,50.0
8434,Peanut,50.0
8435,Beer,50.0
8436,Steamed twisted roll,50.0
8437,Soup,50.0
8438,Rice,50.0
8439,Lettuce,50.0
8440,Salted egg,30.0
8441,Three kinds of cold mixed vegetables,50.0
8442,Fish,50.0
8443,Rice,50.0
8444,Pork and soybean,0.0
8445,Wax gourd soup,50.0
8446,Celery,50.0
8447,Steamed bun,50.0
8448,Egg,30.0
8449,Shredded pork with leek sprout,0.0
8450,Tomato and egg soup,30.0
8451,Cabbage,50.0
8452,Rice,50.0
8453,Fish,50.0
8454,Roast duck,50.0
8455,Towel gourd soup,50.0
8456,Cauliflower,17.5
8457,Fried egg with leek sprout,30.0
8458,Steamed bun,50.0
8459,Egg,30.0
8460,Vegetable,50.0
8461,Pork rib,0.0
8462,Rice,50.0
8463,Duck pieces,50.0
8464,Steamed gluten,50.0
8465,Fish,50.0
8466,Wax gourd soup,50.0
8467,Scrambled egg with towel gourd,30.0
8468,Pig foot,50.0
8469,Yellow rice wine,50.0
8470,Steamed vegetable bun,50.0
8471,Egg,30.0
8472,Noodles in vegetable soup,50.0
8473,Meatball,50.0
8474,Braised pork in brown sauce,0.0
8475,Fish,50.0
8476,Yellow rice wine,50.0
8477,Noodles,50.0
8478,Chinese cabbage,15.0
8479,Steamed bean curd roll,50.0
8480,Shrimp,50.0
8481,Rice,50.0
8482,Beef in sour soup,50.0
8483,Crab,50.0
8484,Rice cake,50.0
8485,Yellow rice wine,50.0
8486,Okra,50.0
8487,Noodles,50.0
8488,Egg,30.0
8489,Lettuce,50.0
8490,Fish,50.0
8491,Hamburger,50.0
8492,Chicken leg,50.0
8493,Egg soup,30.0
8494,Steamed bun,50.0
8495,Fish,50.0
8496,Rice,50.0
8497,Hamburger,50.0
8498,Fried chicken nugget,50.0
8499,Coarse grain pancake,40.0
8500,Soybean milk,50.0
8501,Steamed vegetable bun,50.0
8502,Egg,30.0
8503, Millet porridge,50.0
8504,Tofu skin rolls with minced pork,0.0
8505,Vegetable,50.0
8506,Lettuce,50.0
8507,Milk,50.0
8508,Pumpkin,50.0
8509,Egg,30.0
8510,Millet porridge,50.0
8511,Dried bean curd and potato,50.0
8512,Spring chicken,50.0
8513,Wax gourd and soybean,50.0
8514,Wax gourd and soybean,50.0
8515,Egg,30.0
8516,Sweet and sour ginger,50.0
8517,Soybean milk,50.0
8518,Beef patty,50.0
8519,Boiled shrimp,50.0
8520,Rice,50.0
8521,Pumpkin,50.0
8522,Chicken leg,50.0
8523,Cabbage,50.0
8524,Boiled shrimp,50.0
8525,Cabbage,50.0
8526,Egg,30.0
8527,Sweet and sour ginger,50.0
8528,Pumpkin cake,50.0
8529,Walnut,50.0
8530,Coarse grain,40.0
8531,Dried bean curd,50.0
8532,Meatball,50.0
8533,Vegetable,50.0
8534,Vegetable,50.0
8535,Oyster,50.0
8536,Scallion pancake,50.0
8537,Egg,30.0
8538,Soybean milk,50.0
8539,Nut,50.0
8540,Ginger,50.0
8541,Coarse grain,40.0
8542,Shrimp,50.0
8543,Cabbage,50.0
8544,Pork rib,0.0
8545,Wax gourd,50.0
8546,Meatball,50.0
8547,Cabbage,50.0
8548,Fried mushroom,12.5
8549,Pumpkin cake,50.0
8550,Walnut,50.0
8551,Ginger,50.0
8552,Egg,30.0
8553,Hamburger,50.0
8554,Chicken nugget,50.0
8555, Tomato,50.0
8556,Lettuce,50.0
8557,Egg soup,30.0
8558, Milk,50.0
8559,Salted biscuit,50.0
8560,Walnut,50.0
8561,Egg,30.0
8562,Coarse grain,40.0
8563,Steamed bun,50.0
8564,Dried bean curd,50.0
8565,Dried sweet potato,50.0
8566,Pork rib,0.0
8567,Wax gourd,50.0
8568,Dried bean curd,50.0
8569,Vegetable,50.0
8570,Soybean milk,50.0
8571,Egg,30.0
8572,Salted biscuit,50.0
8573,Sweet potato,50.0
8574,Ginger,50.0
8575,Coarse grain,40.0
8576,Tomato and egg soup,30.0
8577,Salted egg,30.0
8578,Steamed vegetable bun,50.0
8579,Egg,30.0
8580,Sweet potato,50.0
8581,Scallion pancake,50.0
8582,Coarse grain,40.0
8583,Fish,50.0
8584,Pumpkin,50.0
8585,Spinach,50.0
8586,"Tomato, needle mushroom egg soup",30.0
8587,Steamed vegetable bun,50.0
8588,Egg,30.0
8589,Sweet potato,50.0
8590,Ginger,50.0
8591,Coarse grain,40.0
8592,Fish,50.0
8593,Dried bean curd,50.0
8594,Fried spinach,50.0
8595,Steamed bun stuffed with preserved vegetable,50.0
8596,Steamed vegetable bun,50.0
8597,Ginger,50.0
8598,Egg,30.0
8599,Dried bean curd,50.0
8600,Soybean milk,50.0
8601,Coarse grain,40.0
8602,Fish,50.0
8603,Tofu,50.0
8604,Spinach,50.0
8605,Pumpkin,50.0
8606,Buckwheat noodles,50.0
8607,Vegetable,50.0
8608,Egg,30.0
8609,Potato,50.0
8610,Buckwheat bread,50.0
8611,Milk,50.0
8612,Egg,30.0
8613,Buckwheat bread,50.0
8614,Vegetable,50.0
8615,Shredded pork,0.0
8616, Grapefruit,50.0
8617,Coarse grain noodles,40.0
8618,Steamed fish,50.0
8619,Vegetable,50.0
8620,Buckwheat bread,50.0
8621,Milk,50.0
8622,Egg,30.0
8623,Steamed Coarse grain bread,40.0
8624,Steamed fish,50.0
8625,Spinach,50.0
8626,Boiled egg,30.0
8627,Buckwheat bread,50.0
8628,Spinach and shredded pork soup,0.0
